CustomerID,TotalCompras,TotalGastado,Recency,NumeroProductosDistintos,TicketPromedio
12441.0,11,173.55,366,11,15.77727272727273
12442.0,12,172.06,2,12,14.338333333333333
12444.0,177,5005.46,20,138,28.27943502824859
12445.0,4,133.4,21,4,33.35
12446.0,58,1002.3100000000001,57,58,17.281206896551726
12447.0,26,476.49,242,26,18.326538461538462
12448.0,22,449.45,43,22,20.429545454545455
12449.0,191,4067.29,21,118,21.294712041884818
12450.0,8,197.88,155,7,24.735
12451.0,355,8933.52,10,265,25.164845070422537
12452.0,23,428.57,16,21,18.633478260869566
12453.0,43,707.09,133,43,16.443953488372095
12454.0,30,5.684341886080802e-14,52,15,1.8947806286936005e-15
12455.0,90,2466.86,72,85,27.409555555555556
12456.0,129,3153.89,43,105,24.44875968992248
12457.0,68,1917.78,57,53,28.20264705882353
12458.0,38,947.4,70,35,24.931578947368422
12461.0,35,826.88,93,35,23.62514285714286
12462.0,72,1124.01,1,51,15.61125
12463.0,88,1303.63,45,66,14.813977272727273
12464.0,29,1212.05,9,6,41.79482758620689
12465.0,51,733.89,7,46,14.39
12468.0,40,724.0400000000001,142,36,18.101000000000003
12471.0,531,18740.92,1,152,35.29363465160075
12472.0,391,6229.48,30,226,15.932173913043478
12473.0,179,2848.23,28,140,15.911899441340783
12474.0,457,7116.47,16,253,15.572144420131291
12475.0,36,723.38,53,36,20.093888888888888
12476.0,264,6546.58,0,177,24.797651515151514
12477.0,308,13117.01,22,192,42.58769480519481
12478.0,36,680.99,3,36,18.91638888888889
12479.0,35,477.3,3,31,13.637142857142857
12480.0,154,3281.63,27,129,21.309285714285714
12481.0,218,5590.86,22,150,25.646146788990823
12483.0,81,2327.13,16,46,28.73
12484.0,350,4495.27,32,256,12.843628571428573
12488.0,55,1298.66,9,46,23.612000000000002
12489.0,15,334.93,335,15,22.328666666666667
12490.0,245,5417.93,4,131,22.114
12491.0,26,460.40000000000003,38,25,17.70769230769231
12492.0,20,263.21000000000004,62,19,13.160500000000003
12493.0,23,416.79,165,20,18.121304347826086
12494.0,84,1139.3500000000001,9,63,13.563690476190478
12497.0,14,1043.1,81,14,74.50714285714285
12498.0,23,403.70000000000005,20,21,17.55217391304348
12500.0,65,4206.27,22,34,64.71184615384617
12501.0,160,2089.68,314,149,13.0605
12502.0,147,3723.87,95,102,25.332448979591835
12503.0,1,-1126.0,337,1,-1126.0
12504.0,15,114.0,17,6,7.6
12505.0,1,-4.5,300,1,-4.5
12506.0,23,73.5,232,23,3.1956521739130435
12507.0,23,1258.06,133,19,54.69826086956522
12508.0,69,398.27,25,57,5.772028985507246
12509.0,7,176.5,283,7,25.214285714285715
12510.0,33,982.5699999999999,142,29,29.774848484848484
12512.0,34,138.03,65,31,4.059705882352941
12513.0,36,586.79,84,35,16.299722222222222
12514.0,51,1017.68,266,51,19.954509803921567
12515.0,16,383.7,352,16,23.98125
12516.0,26,1312.06,77,20,50.46384615384615
12517.0,286,2464.89,27,232,8.618496503496504
12518.0,124,2056.89,0,84,16.58782258064516
12519.0,18,340.84,63,17,18.935555555555553
12520.0,155,2582.51,78,121,16.66135483870968
12521.0,38,599.68,142,38,15.781052631578946
12522.0,12,192.72,38,11,16.06
12523.0,110,1745.57,1,84,15.868818181818181
12524.0,144,4485.72,8,113,31.150833333333335
12526.0,71,1316.66,0,64,18.54450704225352
12527.0,18,348.71000000000004,81,18,19.37277777777778
12528.0,95,1922.28,8,50,20.234526315789473
12530.0,68,1623.63,59,51,23.876911764705884
12531.0,17,125.22,14,17,7.365882352941177
12532.0,16,349.83000000000004,29,16,21.864375000000003
12534.0,63,1089.18,130,63,17.28857142857143
12535.0,34,716.35,91,28,21.069117647058825
12536.0,273,4106.82,7,260,15.043296703296702
12538.0,21,363.95,28,21,17.33095238095238
12539.0,274,3852.5,21,158,14.06021897810219
12540.0,481,13309.039999999999,19,278,27.669521829521827
12541.0,52,981.18,29,46,18.868846153846153
12544.0,20,355.7,29,19,17.785
12545.0,50,1000.39,74,42,20.0078
12546.0,70,1141.5,46,59,16.307142857142857
12547.0,8,207.79999999999998,197,7,25.974999999999998
12548.0,5,95.19999999999999,165,5,19.04
12550.0,57,964.83,78,57,16.92684210526316
12551.0,10,168.0,357,10,16.8
12552.0,20,437.82,38,20,21.891
12553.0,196,3652.25,7,95,18.633928571428573
12556.0,121,603.71,49,100,4.989338842975207
12557.0,33,11990.960000000001,15,15,363.36242424242425
12558.0,22,1.0658141036401503e-14,1,11,4.844609562000683e-16
12559.0,22,536.21,310,21,24.37318181818182
12560.0,111,2101.39,4,92,18.93144144144144
12561.0,16,238.85,302,16,14.928125
12562.0,168,3781.7400000000002,7,99,22.510357142857146
12564.0,21,456.9,260,21,21.757142857142856
12565.0,10,131.17,281,9,13.116999999999999
12566.0,20,346.7,72,19,17.335
12567.0,463,9114.94,22,323,19.686695464362852
12569.0,191,4064.9900000000002,1,92,21.282670157068065
12571.0,34,519.61,39,31,15.28264705882353
12572.0,62,1004.72,8,53,16.205161290322582
12573.0,28,160.54000000000002,226,26,5.733571428571429
12574.0,11,218.45,315,11,19.85909090909091
12576.0,89,1306.98,35,72,14.685168539325844
12577.0,148,595.4,34,137,4.022972972972973
12578.0,120,2753.36,20,112,22.944666666666667
12579.0,31,410.72,72,29,13.249032258064517
12580.0,24,415.7,246,24,17.320833333333333
12581.0,15,197.71,39,15,13.180666666666667
12582.0,22,511.36,238,21,23.243636363636366
12583.0,251,7187.34,2,115,28.634820717131475
12584.0,126,1893.95,3,44,15.031349206349207
12585.0,97,1982.81,233,77,20.441340206185565
12586.0,12,179.94000000000003,16,12,14.995000000000003
12587.0,4,144.0,7,4,36.0
12588.0,10,214.89999999999998,38,10,21.49
12589.0,35,646.68,28,29,18.47657142857143
12590.0,70,9861.38,189,68,140.87685714285712
12591.0,26,452.84999999999997,316,26,17.41730769230769
12592.0,18,437.6,91,11,24.311111111111114
12593.0,21,418.09999999999997,108,14,19.909523809523808
12594.0,119,3320.2200000000003,37,50,27.901008403361345
12596.0,27,618.27,50,25,22.898888888888887
12597.0,214,3683.13,18,184,17.21088785046729
12598.0,133,3002.68,9,84,22.57654135338346
12599.0,62,1032.58,28,32,16.654516129032256
12600.0,65,2581.04,28,32,39.70830769230769
12601.0,29,569.5600000000001,189,21,19.64
12602.0,12,153.12,58,12,12.76
12603.0,3,739.1999999999999,21,3,246.39999999999998
12604.0,16,254.18,78,15,15.88625
12605.0,3,-7.5,364,3,-2.5
12607.0,202,3.552713678800501e-15,57,101,1.75876914792104e-17
12609.0,60,1126.85,77,57,18.78083333333333
12610.0,111,2057.99,22,85,18.54045045045045
12611.0,65,1193.32,51,65,18.35876923076923
12612.0,21,643.59,57,19,30.64714285714286
12613.0,163,3218.98,30,124,19.748343558282208
12614.0,20,315.6,277,20,15.780000000000001
12615.0,105,2291.19,1,82,21.820857142857143
12616.0,36,657.25,84,25,18.256944444444443
12617.0,42,355.53,28,39,8.465
12618.0,11,177.31,21,11,16.11909090909091
12619.0,95,3214.81,15,50,33.840105263157895
12620.0,92,1339.41,14,89,14.558804347826088
12621.0,474,13612.07,1,261,28.717447257383967
12622.0,11,180.1,231,11,16.37272727272727
12623.0,18,305.1,275,18,16.950000000000003
12624.0,38,641.13,105,36,16.87184210526316
12625.0,91,2614.32,211,74,28.72879120879121
12626.0,307,6388.35,22,232,20.808957654723127
12627.0,230,4478.53,10,162,19.47186956521739
12628.0,43,769.61,3,34,17.897906976744185
12630.0,64,1270.88,9,60,19.8575
12631.0,31,640.5,56,31,20.661290322580644
12633.0,103,2140.63,58,73,20.782815533980585
12635.0,101,1689.18,89,96,16.724554455445546
12637.0,394,5953.25,66,205,15.10977157360406
12638.0,39,671.69,32,39,17.222820512820515
12639.0,22,486.1,238,22,22.095454545454547
12640.0,53,1174.58,23,47,22.16188679245283
12641.0,10,185.9,114,10,18.59
12642.0,47,1013.26,24,39,21.558723404255318
12643.0,24,3344.64,127,11,139.35999999999999
12644.0,31,477.91,129,31,15.416451612903227
12645.0,74,1755.38,33,58,23.721351351351352
12646.0,45,1346.97,4,43,29.932666666666666
12647.0,128,3669.92,21,79,28.67125
12648.0,21,318.05,154,21,15.145238095238096
12649.0,33,603.71,106,30,18.294242424242427
12650.0,20,314.44,2,20,15.722
12651.0,9,114.0,334,9,12.666666666666666
12652.0,51,914.53,321,48,17.931960784313723
12653.0,43,2209.85,148,37,51.391860465116274
12654.0,38,601.98,10,31,15.841578947368422
12656.0,130,3982.72,16,89,30.636307692307692
12657.0,56,1152.06,10,35,20.572499999999998
12658.0,36,686.05,18,36,19.056944444444444
12659.0,5,91.68,29,5,18.336000000000002
12660.0,13,245.1,10,13,18.853846153846153
12662.0,232,3817.08,0,129,16.45293103448276
12664.0,38,4863.88,7,10,127.99684210526316
12665.0,4,61.75,324,3,15.4375
12666.0,2,-227.44,358,2,-113.72
12667.0,33,620.13,57,33,18.791818181818183
12668.0,168,3743.18,6,115,22.280833333333334
12669.0,102,1607.73,150,98,15.762058823529411
12670.0,94,2986.15,9,58,31.767553191489363
12672.0,10,225.89999999999998,329,10,22.589999999999996
12673.0,42,610.52,4,42,14.536190476190475
12674.0,91,1919.31,11,52,21.09131868131868
12676.0,45,1331.39,24,33,29.586444444444446
12678.0,167,17588.26,41,105,105.31892215568861
12679.0,56,1058.67,51,45,18.90482142857143
12680.0,52,862.81,0,33,16.592499999999998
12681.0,646,13677.59,14,267,21.172739938080497
12682.0,525,12288.22,3,209,23.406133333333333
12683.0,362,8221.09,3,177,22.710193370165747
12684.0,105,2283.63,7,61,21.748857142857144
12685.0,157,2863.08,27,117,18.236178343949042
12686.0,7,89.14,371,7,12.734285714285715
12688.0,171,4873.8099999999995,113,171,28.501812865497072
12689.0,72,1247.61,25,57,17.327916666666667
12690.0,16,389.01,205,16,24.313125
12691.0,32,1035.8,27,21,32.36875
12693.0,41,830.96,120,35,20.267317073170734
12694.0,37,869.67,69,32,23.504594594594593
12695.0,27,582.1,6,23,21.55925925925926
12697.0,43,939.02,20,37,21.83767441860465
12700.0,270,4867.99,7,193,18.029592592592593
12701.0,53,797.71,79,50,15.051132075471699
12702.0,12,219.0,19,12,18.25
12703.0,22,274.7,63,21,12.486363636363636
12704.0,90,2220.84,6,64,24.676000000000002
12705.0,348,6814.24,14,228,19.581149425287357
12707.0,33,603.42,291,33,18.285454545454545
12708.0,174,2616.32,29,86,15.036321839080461
12709.0,257,9294.1,2,103,36.163813229571986
12710.0,79,1130.57,96,75,14.311012658227847
12712.0,142,4241.63,22,59,29.8706338028169
12713.0,38,848.55,0,38,22.330263157894734
12714.0,259,4708.86,8,216,18.18092664092664
12715.0,21,353.86,105,20,16.85047619047619
12716.0,69,1053.49,3,60,15.267971014492753
12717.0,56,980.98,150,49,17.517500000000002
12718.0,19,238.25,70,19,12.539473684210526
12719.0,42,608.1,4,34,14.47857142857143
12720.0,359,5713.28,2,211,15.914428969359331
12721.0,164,2628.98,31,134,16.030365853658537
12722.0,57,904.33,84,50,15.865438596491229
12723.0,69,725.07,3,53,10.508260869565218
12724.0,53,1031.41,4,47,19.460566037735852
12725.0,24,427.8,370,24,17.825
12726.0,124,2609.1,27,57,21.041129032258063
12727.0,141,3947.7,10,109,27.99787234042553
12728.0,46,836.33,70,38,18.18108695652174
12729.0,26,453.01,113,26,17.423461538461538
12731.0,277,18793.41,23,109,67.84624548736463
12732.0,12,236.26000000000002,179,12,19.688333333333336
12733.0,22,383.95,233,22,17.452272727272728
12734.0,4,110.39999999999999,352,4,27.599999999999998
12735.0,43,779.5699999999999,314,38,18.12953488372093
12736.0,4,234.0,332,4,58.5
12738.0,11,155.35,371,11,14.122727272727273
12739.0,38,1013.04,77,38,26.658947368421053
12740.0,27,427.6,63,27,15.837037037037037
12743.0,134,546.43,133,114,4.077835820895522
12744.0,229,9120.39,51,178,39.82703056768559
12747.0,103,4196.01,1,42,40.737961165048546
12748.0,4642,29072.1,0,1769,6.262839293408013
12749.0,231,3868.2,3,160,16.745454545454546
12750.0,15,275.88,128,15,18.392
12752.0,53,4366.78,80,53,82.3920754716981
12753.0,230,21024.01,3,132,91.40873913043478
12754.0,65,2949.12,235,50,45.37107692307692
12755.0,6,2203.2,249,5,367.2
12756.0,4,112.07999999999998,86,4,28.019999999999996
12757.0,377,4227.7,15,237,11.214058355437665
12758.0,97,2791.59,116,84,28.779278350515465
12759.0,95,1531.44,51,81,16.12042105263158
12762.0,69,1898.52,7,62,27.51478260869565
12763.0,18,494.08,137,16,27.448888888888888
12764.0,45,1693.88,316,45,37.64177777777778
12766.0,310,6989.63,3,205,22.547193548387096
12769.0,32,1143.6,238,32,35.7375
12770.0,12,1351.45,210,12,112.62083333333334
12772.0,55,892.47,59,55,16.226727272727274
12775.0,67,1351.24,16,47,20.16776119402985
12778.0,51,804.23,19,40,15.76921568627451
12779.0,159,3868.7,20,88,24.331446540880503
12781.0,30,707.72,20,25,23.590666666666667
12782.0,107,2273.32,4,81,21.245981308411217
12783.0,86,1603.87,1,76,18.649651162790697
12784.0,59,574.42,8,54,9.73593220338983
12785.0,15,305.71,2,14,20.380666666666666
12787.0,20,463.66,9,17,23.183
12789.0,4,91.85,64,4,22.9625
12790.0,21,324.92,191,21,15.472380952380954
12791.0,2,192.60000000000002,373,2,96.30000000000001
12792.0,25,400.53999999999996,256,25,16.0216
12793.0,24,545.48,334,21,22.728333333333335
12794.0,45,860.41,52,43,19.12022222222222
12795.0,14,430.48,18,14,30.74857142857143
12797.0,17,194.18,359,13,11.42235294117647
12798.0,8,6977.04,9,6,872.13
12802.0,26,412.58,183,25,15.868461538461538
12808.0,28,483.65000000000003,36,27,17.273214285714285
12809.0,26,484.36,167,25,18.62923076923077
12811.0,31,514.85,260,27,16.608064516129033
12812.0,15,229.64000000000001,44,15,15.309333333333335
12814.0,2,125.92,101,2,62.96
12815.0,47,1063.46,147,38,22.6268085106383
12816.0,29,572.2,95,27,19.731034482758623
12817.0,4,166.04,280,4,41.51
12818.0,16,1517.88,177,14,94.8675
12820.0,59,942.34,2,55,15.97186440677966
12821.0,6,92.72,213,6,15.453333333333333
12822.0,47,918.98,70,41,19.55276595744681
12823.0,5,1759.5,74,1,351.9
12824.0,25,397.12,59,25,15.8848
12826.0,94,1468.1200000000001,2,58,15.618297872340428
12827.0,25,430.15000000000003,5,19,17.206000000000003
12828.0,56,1018.71,2,46,18.19125
12829.0,12,253.05,321,9,21.087500000000002
12830.0,39,6748.4,37,14,173.03589743589743
12831.0,9,215.05,261,9,23.894444444444446
12832.0,27,383.03,31,27,14.186296296296295
12833.0,24,417.38,144,24,17.390833333333333
12834.0,18,312.38,282,18,17.354444444444443
12836.0,175,2612.86,58,148,14.930628571428572
12837.0,12,134.1,172,12,11.174999999999999
12838.0,123,683.13,33,115,5.55390243902439
12839.0,316,5583.62,2,96,17.669683544303798
12840.0,116,2714.27,143,67,23.398879310344828
12841.0,439,3876.4,4,230,8.830068337129841
12842.0,34,1118.99,69,34,32.9114705882353
12843.0,108,1680.76,65,69,15.562592592592592
12844.0,52,325.96000000000004,28,47,6.268461538461539
12845.0,27,354.09,266,26,13.114444444444443
12847.0,91,871.54,21,72,9.577362637362636
12849.0,51,1050.8899999999999,30,47,20.6056862745098
12851.0,50,135.18,96,43,2.7036000000000002
12852.0,20,299.75,289,17,14.9875
12853.0,84,1881.7,107,66,22.401190476190475
12854.0,115,1289.15,78,97,11.21
12855.0,3,38.1,372,3,12.700000000000001
12856.0,317,2162.68,7,155,6.822334384858044
12857.0,46,1106.4,210,37,24.05217391304348
12863.0,6,504.2,51,5,84.03333333333333
12864.0,3,147.12,137,3,49.04
12865.0,96,1548.07,25,87,16.125729166666666
12866.0,26,559.12,282,26,21.504615384615384
12867.0,551,3986.22,25,241,7.234519056261343
12868.0,107,1607.0600000000002,185,72,15.0192523364486
12870.0,2,-14.899999999999999,365,2,-7.449999999999999
12871.0,11,380.64,83,8,34.60363636363636
12872.0,66,599.97,326,58,9.090454545454547
12873.0,4,374.0,281,4,93.5
12875.0,2,343.2300000000001,142,1,171.61500000000004
12876.0,85,2218.02,57,67,26.09435294117647
12877.0,154,1535.77,3,100,9.972532467532467
12878.0,49,841.64,17,38,17.176326530612243
12879.0,12,552.5699999999999,44,7,46.04749999999999
12881.0,7,298.0,275,7,42.57142857142857
12882.0,13,1463.04,8,12,112.54153846153847
12883.0,42,703.47,24,39,16.749285714285715
12884.0,7,309.05,87,7,44.15
12885.0,72,1158.27,62,66,16.087083333333332
12886.0,86,1351.09,67,75,15.7103488372093
12888.0,7,313.77,213,4,44.824285714285715
12890.0,82,380.46999999999997,23,78,4.639878048780488
12891.0,3,331.0,185,2,110.33333333333333
12893.0,34,188.14,30,27,5.533529411764706
12895.0,24,347.3,41,22,14.470833333333333
12897.0,4,216.5,204,3,54.125
12901.0,125,16293.1,8,32,130.3448
12902.0,10,138.68,264,10,13.868
12904.0,72,509.58,17,59,7.0775
12906.0,63,2919.81,11,55,46.34619047619047
12908.0,4,246.0,58,2,61.5
12909.0,96,2128.83,39,78,22.1753125
12910.0,75,3075.04,22,48,41.00053333333333
12912.0,24,1662.3,2,17,69.2625
12913.0,50,2483.63,4,37,49.6726
12915.0,22,363.65,148,19,16.529545454545453
12916.0,109,2982.35,138,53,27.361009174311924
12917.0,2,594.0,127,2,297.0
12919.0,52,1301.44,7,34,25.02769230769231
12920.0,28,164.23,16,27,5.8653571428571425
12921.0,741,16389.74,3,233,22.118407557354928
12922.0,28,405.38,160,28,14.477857142857143
12923.0,29,176.97,63,28,6.102413793103448
12924.0,31,929.95,87,22,29.998387096774195
12925.0,45,694.05,4,42,15.423333333333332
12928.0,84,2062.7000000000003,34,59,24.555952380952384
12929.0,9,105.1,121,8,11.677777777777777
12930.0,27,409.9,77,20,15.18148148148148
12931.0,102,33462.81,21,29,328.06676470588235
12933.0,107,606.28,23,103,5.666168224299065
12935.0,130,2156.45,1,80,16.588076923076922
12936.0,63,1012.9,16,56,16.077777777777776
12937.0,120,1504.27,14,81,12.535583333333333
12938.0,9,114.14,25,9,12.682222222222222
12939.0,47,11581.8,63,21,246.42127659574467
12940.0,103,876.29,45,88,8.507669902912621
12942.0,75,683.9,130,68,9.118666666666666
12943.0,1,-3.75,300,1,-3.75
12944.0,30,604.51,35,29,20.150333333333332
12945.0,23,462.95,287,23,20.128260869565217
12947.0,103,1407.29,143,83,13.663009708737864
12948.0,118,2053.7,15,82,17.40423728813559
12949.0,219,4143.02,30,166,18.917899543378997
12950.0,23,1843.0,1,13,80.1304347826087
12951.0,65,1042.07,8,54,16.031846153846153
12952.0,80,1382.8400000000001,5,64,17.285500000000003
12953.0,17,329.85,9,17,19.40294117647059
12955.0,183,4734.26,0,81,25.870273224043718
12956.0,19,108.07,305,19,5.687894736842105
12957.0,244,3979.04,3,208,16.307540983606557
12962.0,16,266.39,6,15,16.649375
12963.0,96,1841.03,7,76,19.177395833333332
12965.0,109,771.91,88,108,7.081743119266055
12966.0,10,160.18,9,10,16.018
12967.0,33,1194.75,2,21,36.20454545454545
12968.0,5,135.95,111,5,27.189999999999998
12970.0,151,452.24,6,116,2.9949668874172186
12971.0,308,10930.26,3,95,35.487857142857145
12974.0,8,144.8,197,8,18.1
12976.0,22,738.6,211,22,33.57272727272727
12977.0,9,39.239999999999995,155,9,4.359999999999999
12980.0,24,7092.06,155,6,295.5025
12981.0,20,372.21999999999997,29,12,18.610999999999997
12982.0,34,377.2,239,28,11.094117647058823
12984.0,4,97.5,18,4,24.375
12985.0,78,1215.6200000000001,0,73,15.584871794871797
12987.0,30,545.0,73,27,18.166666666666668
12988.0,92,535.32,291,75,5.818695652173914
12989.0,68,6854.51,2,41,100.80161764705883
12990.0,13,409.5,30,8,31.5
12991.0,31,503.76,22,31,16.25032258064516
12993.0,27,414.76,22,26,15.361481481481482
12994.0,73,902.22,3,52,12.35917808219178
12995.0,5,200.72,77,3,40.144
12997.0,67,1197.94,21,45,17.879701492537315
12999.0,28,455.88,195,25,16.28142857142857
13000.0,31,534.85,106,30,17.253225806451614
13001.0,342,9797.92,3,166,28.64888888888889
13002.0,7,120.94999999999999,317,7,17.27857142857143
13003.0,6,149.05,105,4,24.84166666666667
13004.0,409,5613.43,11,277,13.72476772616137
13005.0,29,468.95,173,21,16.170689655172414
13006.0,4,81.57,55,4,20.3925
13008.0,15,178.46999999999997,322,15,11.897999999999998
13011.0,3,50.550000000000004,371,3,16.85
13012.0,107,1311.6200000000001,8,68,12.258130841121497
13013.0,222,4786.99,0,155,21.563018018018017
13014.0,124,3365.43,2,67,27.140564516129032
13015.0,176,3346.28,52,156,19.012954545454548
13016.0,47,789.89,72,39,16.806170212765956
13017.0,1,204.0,6,1,204.0
13018.0,459,7272.75,15,313,15.844771241830065
13021.0,134,2584.4,3,103,19.286567164179104
13023.0,40,689.9,63,36,17.2475
13026.0,43,936.15,0,34,21.77093023255814
13027.0,26,6912.0,113,6,265.84615384615387
13028.0,47,659.68,22,40,14.035744680851062
13029.0,10,1247.5,30,8,124.75
13030.0,99,799.48,10,76,8.075555555555555
13032.0,75,996.52,38,55,13.286933333333334
13033.0,11,190.55,356,11,17.322727272727274
13034.0,37,642.77,54,37,17.372162162162162
13035.0,30,886.63,57,23,29.554333333333332
13037.0,48,881.07,137,44,18.355625
13038.0,28,908.46,79,24,32.445
13040.0,43,676.99,8,38,15.743953488372092
13043.0,14,471.57,253,13,33.683571428571426
13044.0,33,560.47,290,33,16.983939393939394
13045.0,18,305.28000000000003,98,18,16.96
13046.0,35,629.31,30,33,17.980285714285714
13047.0,196,3079.1,31,106,15.70969387755102
13048.0,137,1805.91,13,77,13.18182481751825
13049.0,14,656.6800000000001,63,14,46.90571428571429
13050.0,422,5684.61,8,246,13.47063981042654
13052.0,18,348.15000000000003,211,18,19.34166666666667
13055.0,78,1201.96,63,74,15.40974358974359
13058.0,8,271.40000000000003,24,5,33.925000000000004
13059.0,8,183.4,249,8,22.925
13060.0,15,307.53,253,15,20.502
13061.0,10,248.61,71,10,24.861
13062.0,11,346.98,190,11,31.543636363636367
13064.0,69,1119.49,12,51,16.22449275362319
13065.0,14,205.86,372,14,14.704285714285716
13066.0,49,430.9,23,48,8.793877551020408
13067.0,15,115.46000000000001,81,14,7.697333333333334
13068.0,2,344.0,9,1,172.0
13069.0,470,3717.82,0,285,7.910255319148937
13070.0,9,228.8,191,9,25.422222222222224
13072.0,7,177.15,266,7,25.307142857142857
13075.0,22,919.61,129,22,41.80045454545455
13077.0,112,729.27,0,99,6.5113392857142856
13078.0,380,12432.28,0,96,32.71652631578947
13079.0,6,220.10000000000002,3,2,36.68333333333334
13080.0,6,58.08,178,6,9.68
13081.0,1061,27964.48,0,511,26.356720075400567
13082.0,75,3595.48,125,63,47.939733333333336
13083.0,18,303.75,3,15,16.875
13085.0,29,272.38,157,17,9.392413793103447
13089.0,1857,57385.88,2,636,30.90246634356489
13090.0,161,8689.39,8,98,53.971366459627326
13091.0,24,319.82,20,21,13.325833333333334
13092.0,26,459.83,70,19,17.685769230769232
13093.0,170,7741.47,266,99,45.53805882352941
13094.0,30,1708.8600000000001,20,4,56.962
13095.0,6,74.39999999999999,70,6,12.399999999999999
13097.0,437,5893.32,32,215,13.485858123569793
13098.0,605,28658.88,0,163,47.37004958677686
13099.0,1,207.35999999999999,98,1,207.35999999999999
13101.0,8,101.19,233,8,12.64875
13102.0,310,6336.29,0,141,20.439645161290322
13103.0,8,243.94,39,8,30.4925
13104.0,20,1098.48,2,14,54.924
13106.0,2,59.5,128,1,29.75
13107.0,60,1524.07,43,54,25.401166666666665
13108.0,10,350.06,372,10,35.006
13109.0,50,766.84,2,41,15.3368
13110.0,146,1452.8700000000001,30,109,9.951164383561645
13113.0,280,10510.0,0,113,37.535714285714285
13115.0,132,2205.63,8,92,16.709318181818183
13116.0,31,485.19,116,30,15.651290322580644
13117.0,76,984.91,21,66,12.959342105263158
13118.0,82,1125.0,19,68,13.71951219512195
13120.0,1,30.599999999999998,238,1,30.599999999999998
13121.0,53,254.73,268,50,4.806226415094339
13122.0,55,922.39,93,54,16.77072727272727
